Title,Organization,URL,Rating,Metadata,Skills
Preparatory Certificate in Finance and Financial Markets,Corporate Finance Institute,https://www.coursera.org/specializations/finance-and-financial-markets,4.8,Beginner · Specialization · 3 - 6 Months,Skills you'll gain: Health
"Food Sustainability, Mindful Eating, and Healthy Cooking",Stanford University,https://www.coursera.org/specializations/food-sustainability-mindful-eating-healthy-cooking,4.8,Beginner · Specialization · 1 - 3 Months,"Skills you'll gain: Adaptability, Project Management, Risk Management"
Advanced Embedded Linux Development,University of Colorado Boulder,https://www.coursera.org/specializations/advanced-embedded-linux-development,4.1,Intermediate · Specialization · 1 - 3 Months,"Skills you'll gain: Estimation, Mathematics, Algorithms, Probability & Statistics, Mathematical Theory & Analysis, Systems Design, Research and Design, General Statistics, Critical Thinking, Computer Programming, Algebra, Product Design, Correlation And Dependence, Design and Product, Linear Algebra, Problem Solving, Process Analysis, Data Model, Material Handling, Leadership and Management, Probability Distribution, Product Lifecycle, Regression"
Introductory Human Physiology,Duke University,https://www.coursera.org/learn/physiology,4.8,Beginner · Course · 1 - 3 Months,
PMI-PMP® Certification Training Course,LearnKartS,https://www.coursera.org/specializations/pmp-certification-training-course,4.5,Intermediate · Specialization · 1 - 3 Months,
Algorithms for Battery Management Systems,University of Colorado Boulder,https://www.coursera.org/specializations/algorithms-for-battery-management-systems,4.7,Intermediate · Specialization · 3 - 6 Months,
Connected Leadership,Yale University,https://www.coursera.org/learn/connected-leadership,4.8,Beginner · Course · 1 - 3 Months,"Skills you'll gain: Leadership and Management, Change Management, People Management, Process Analysis"
Java Programming and Software Engineering Fundamentals,Duke University,https://www.coursera.org/specializations/java-programming,4.6,Beginner · Specialization · 3 - 6 Months,"Skills you'll gain: Computer Programming, Java Programming, Programming Principles, Algorithms, Problem Solving, Data Structures, Software Engineering, Computer Programming Tools, Critical Thinking, Computational Thinking, Data Analysis, Javascript, Software Testing, Front-End Web Development, HTML and CSS, Web Design, Web Development, Web Development Tools, Computer Graphic Techniques, Software Architecture, Data Model, Cryptography, Software Engineering Tools, Small Data"
Sustainability for Business: ESG Fundamentals,IMD - International Institute for Management Development,https://www.coursera.org/learn/esg,4.8,Beginner · Course · 1 - 3 Months,"Skills you'll gain: Accounting, Audit, Critical Thinking, Financial Accounting, Risk Management, Regulations and Compliance, Data Analysis, Finance, Big Data"
Forensic Accounting and Fraud Examination,West Virginia University,https://www.coursera.org/learn/forensic-accounting,4.7,Mixed · Course · 1 - 3 Months,Skills you'll gain: Project Management
Real Estate Development: Building Value in Your Community,University of Michigan,https://www.coursera.org/learn/real-estate-development-building-value-in-your-community,4.8,Beginner · Course · 1 - 3 Months,"Skills you'll gain: Data Visualization, Data Analysis, Data Analysis Software, Data Visualization Software, Tableau Software, Business Analysis, Business Intelligence, Statistical Visualization, Exploratory Data Analysis, Interactive Data Visualization, Interactive Design, Software Visualization, Storytelling, Visual Design, Visualization (Computer Graphics), Plot (Graphics), Computer Graphics"
Data Visualization with Tableau,"University of California, Davis",https://www.coursera.org/specializations/data-visualization,4.5,Beginner · Specialization · 3 - 6 Months,"Skills you'll gain: Project Management, Strategy and Operations, Leadership and Management, Planning"
Fundamentals of Project Planning and Management,University of Virginia,https://www.coursera.org/learn/uva-darden-project-management,4.7,Beginner · Course · 1 - 4 Weeks,"Skills you'll gain: Leadership and Management, Planning, Strategy, Critical Thinking, Operations Management, People Management, Strategy and Operations, Business Communication, Conflict Management, Organizational Development, Project Management"
Principles of Management,Johns Hopkins University,https://www.coursera.org/learn/principles-of-management,4.7,Mixed · Course · 1 - 4 Weeks,"Skills you'll gain: Algorithms, Data Structures, DevOps, Javascript, SQL, Web Development"
Microsoft Full-Stack Developer,Microsoft,https://www.coursera.org/professional-certificates/microsoft-full-stack-developer,4.6,Beginner · Professional Certificate · 3 - 6 Months,"Skills you'll gain: Leadership and Management, Strategy, Retail Store Operations, E-Commerce, Marketing, Retail Sales, Sales, Strategy and Operations, Brand Management, Human Resources, Organizational Development, Supply Chain Systems, Supply Chain and Logistics, Data Analysis, Human Resources Operations, People Development, Performance Management, Talent Management, Market Analysis, Operations Management, People Analysis, Product Strategy"
Omnichannel Retail Strategy,University of Pennsylvania,https://www.coursera.org/specializations/wharton-retail-strategy,4.7,Beginner · Specialization · 1 - 3 Months,"Skills you'll gain: FinTech, Finance, BlockChain, Decision Making, Risk Management, Financial Analysis, Investment Management, Leadership and Management, Critical Thinking, Data Analysis, Innovation, Machine Learning, Algorithms, Entrepreneurship, Cryptography, Data Mining, Payments, Statistical Analysis, Strategy and Operations, Cyberattacks, Network Security, Probability & Statistics, Statistical Machine Learning, Underwriting, Computer Programming"
Financial Technology (Fintech) Innovations,University of Michigan,https://www.coursera.org/specializations/financialtechnology,4.7,Beginner · Specialization · 3 - 6 Months,
"Source Systems, Data Ingestion, and Pipelines",DeepLearning.AI,https://www.coursera.org/learn/source-systems-data-ingestion-and-pipelines,4.6,Intermediate · Course · 1 - 4 Weeks,
Blockchain,University at Buffalo,https://www.coursera.org/specializations/blockchain,4.6,Intermediate · Specialization · 3 - 6 Months,"Skills you'll gain: BlockChain, Cryptography, Finance, Algorithms, Problem Solving, Application Development, Computer Programming, Contract Management, Data Structures, Security Engineering, Critical Thinking, Programming Principles, Research and Design, Software Engineering Tools, System Security, Theoretical Computer Science, Other Programming Languages, Security Strategy"
Investment Management,University of Geneva,https://www.coursera.org/specializations/investment-management,4.7,Beginner · Specialization · 3 - 6 Months,"Skills you'll gain: Finance, Investment Management, Leadership and Management, Financial Analysis, Risk Management, Financial Management, Market Analysis, Strategy, Decision Making, Strategy and Operations, Correlation And Dependence, Market Research, Performance Management, Probability & Statistics, Securities Trading, Mathematical Theory & Analysis, Statistical Analysis, Accounting"
Business Value and Project Management,University of Illinois Urbana-Champaign,https://www.coursera.org/specializations/business-value-project-management,4.7,Beginner · Specialization · 3 - 6 Months,"Skills you'll gain: Leadership and Management, Strategy and Operations, Account Management, Accounting, Finance, Financial Accounting, Financial Management, General Accounting, Project Management, Accounts Payable and Receivable, Business Process Management, Financial Analysis, Generally Accepted Accounting Principles (GAAP), Management Accounting, Cost Accounting, Decision Making, Entrepreneurship, Organizational Development, Business Design, Change Management, Leadership Development, People Management, Planning, Strategy, Culture, Operations Management, Performance Management, Problem Solving, Systems Design, Business Psychology, Human Resources, People Analytics, Risk Management, Strategic Thinking"
Instructional Methods in Health Professions Education,University of Michigan,https://www.coursera.org/learn/instructional-methods-education,4.7,Intermediate · Course · 1 - 3 Months,"Skills you'll gain: Digital Marketing, Marketing, Writing, Strategy"
The Strategy of Content Marketing,"University of California, Davis",https://www.coursera.org/learn/content-marketing,4.5,Intermediate · Course · 1 - 3 Months,"Skills you'll gain: Data Analysis, Data Mining"
Introduction to Clinical Data,Stanford University,https://www.coursera.org/learn/introduction-clinical-data,4.7,Beginner · Course · 1 - 3 Months,"Skills you'll gain: Creativity, Problem Solving, Risk Management"
Microsoft 365 Copilot for Leaders,Vanderbilt University,https://www.coursera.org/specializations/microsoft-365-copilot-for-leaders,4.7,Beginner · Specialization · 1 - 3 Months,"Skills you'll gain: Leadership and Management, Negotiation"
Keller Williams Real Estate Agent,Keller Williams,https://www.coursera.org/professional-certificates/keller-williams-real-estate-agent,4.8,Beginner · Professional Certificate · 3 - 6 Months,"Skills you'll gain: Software Engineering, Agile Software Development, Product Management, Design and Product, Leadership and Management, Project Management, Planning, Application Development, Product Design, Communication, Entrepreneurship, Strategy and Operations, Business Analysis, Collaboration, User Experience, Scrum (Software Development), Supply Chain and Logistics"
Software Product Management,University of Alberta,https://www.coursera.org/specializations/product-management,4.7,Beginner · Specialization · 3 - 6 Months,Skills you'll gain: Product Lifecycle
Healthy and Sustainable Foods and Products,University of Michigan,https://www.coursera.org/specializations/healthy-sustainable-foods-products,4.2,Intermediate · Specialization · 3 - 6 Months,"Skills you'll gain: User Experience, Web Design, Web Development Tools"
The Integration of Art and Science in Modern Dental Medicine,University of Pennsylvania,https://www.coursera.org/specializations/art-and-science-of-dental-medicine,4.9,Intermediate · Specialization · 3 - 6 Months,
Build Dynamic User Interfaces (UI) for Websites,Google,https://www.coursera.org/learn/responsive-web-design-adobe-xd,4.8,Beginner · Course · 1 - 4 Weeks,
Positive Psychiatry and Mental Health ,The University of Sydney,https://www.coursera.org/learn/positive-psychiatry,4.8,Mixed · Course · 1 - 3 Months,Skills you'll gain: Resilience
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,4.9,Beginner · Course · 1 - 3 Months,"Skills you'll gain: Culture, Writing"
Software Design and Architecture,University of Alberta,https://www.coursera.org/specializations/software-design-architecture,4.6,Beginner · Specialization · 3 - 6 Months,"Skills you'll gain: Software Architecture, Software Engineering, Systems Design, Programming Principles, Computer Programming, System Software, Application Development, Computer Architecture, Design and Product, Java Programming, Product Design, Software Engineering Tools, Problem Solving, Computational Thinking, Project Management, Data Visualization, System Programming"
Project Management Essentials,Howard University,https://www.coursera.org/learn/copy-of-project-management-essentials,4.6,Beginner · Course · 1 - 4 Weeks,"Skills you'll gain: Leadership and Management, Project Management"
Human Anatomy and Medical Terminology Fundamentals,MedCerts,https://www.coursera.org/specializations/human-anatomy-medical-terminology-fundamentals,4.7,Beginner · Specialization · 3 - 6 Months,"Skills you'll gain: Digital Marketing, Marketing, Sales, E-Commerce, Social Media"
Satisfaction Guaranteed: Develop Customer Loyalty Online,Google,https://www.coursera.org/learn/satisfaction-guaranteed,4.8,Beginner · Course · 1 - 4 Weeks,"Skills you'll gain: Culture, Leadership and Management, Operations Management, Organizational Development, Planning, Project Management, Strategy and Operations, Adaptability, Business Process Management, Continuous Integration"
Cancer Biology,Johns Hopkins University,https://www.coursera.org/specializations/cancer-biology,4.8,Beginner · Specialization · 3 - 6 Months,Skills you'll gain: Writing
Camino a la Excelencia en Gestión de Proyectos,Pontificia Universidad Católica de Chile,https://www.coursera.org/learn/camino-excelencia-gestion-proyectos,4.7,Beginner · Course · 1 - 3 Months,"Skills you'll gain: Leadership and Management, Business Communication, Critical Thinking, Problem Solving, Decision Making, Strategy, Business Development, Business Intelligence, Communication, Market Research, Data Analysis, People Analysis, People Management, Process Analysis, Project Management, Data Management"
Animal Behaviour and Welfare,The University of Edinburgh,https://www.coursera.org/learn/animal-welfare,4.8,Mixed · Course · 1 - 3 Months,"Skills you'll gain: Microsoft Excel, Spreadsheet Software, Data Analysis, Data Science"
Academic English: Writing,"University of California, Irvine",https://www.coursera.org/specializations/academic-english,4.7,Beginner · Specialization · 3 - 6 Months,
Management Consulting,Emory University,https://www.coursera.org/specializations/managementconsulting,4.8,Beginner · Specialization · 3 - 6 Months,
Excel Basics for Data Analysis,IBM,https://www.coursera.org/learn/excel-basics-data-analysis-ibm,4.8,Beginner · Course · 1 - 3 Months,
Ciberseguridad de Google,Google,https://www.coursera.org/professional-certificates/ciberseguridad-de-google,4.9,Beginner · Professional Certificate · 3 - 6 Months,"Skills you'll gain: Computer Programming, Databases, Linux, Python Programming, SQL"
Python Data Structures,University of Michigan,https://www.coursera.org/learn/python-data,4.9,Beginner · Course · 1 - 3 Months,"Skills you'll gain: Computational Logic, Computational Thinking, Computer Programming, Computer Programming Tools, Critical Thinking, Data Analysis, Data Structures, Problem Solving, Programming Principles, Python Programming, Software Engineering"
Cybersecurity Attack and Defense Fundamentals,EC-Council,https://www.coursera.org/specializations/cybersecurity-attack-and-defense,4.6,Beginner · Specialization · 3 - 6 Months,"Skills you'll gain: Network Security, Security Engineering, System Security, Computer Networking, Computer Security Incident Management, Software Security, Computer Security Models, Mobile Security, Cyberattacks, Security Software, Internet Of Things, Network Architecture, Cloud Computing, Kubernetes, Regulations and Compliance"
Artificial Intelligence (AI) Education for Teachers,Macquarie University,https://www.coursera.org/learn/artificial-intelligence-education-for-teachers,4.7,Beginner · Course · 1 - 3 Months,"Skills you'll gain: Computational Thinking, Critical Thinking, Machine Learning"
Mathematics for Engineers,The Hong Kong University of Science and Technology,https://www.coursera.org/specializations/mathematics-engineers,4.8,Beginner · Specialization · 3 - 6 Months,"Skills you'll gain: Mathematics, Calculus, Linear Algebra, Mathematical Theory & Analysis, Algebra, Differential Equations, Critical Thinking, Problem Solving, Computer Programming, Applied Mathematics, Computational Thinking, Matlab, Data Analysis, Continuous Integration, Geometry, Machine Learning Software, Operational Analysis, Data Science"
Kotlin for Java Developers,JetBrains,https://www.coursera.org/learn/kotlin-for-java-developers,4.7,Intermediate · Course · 1 - 3 Months,"Skills you'll gain: Computer Programming, Programming Principles, Algorithms, Data Structures, Problem Solving, Computational Logic, Mathematics, Software Engineering"
Artificial Intelligence: an Overview,Politecnico di Milano,https://www.coursera.org/specializations/artificial-intelligence-overview,4.6,Beginner · Specialization · 3 - 6 Months,"Skills you'll gain: Machine Learning, Leadership and Management, Algorithms, Machine Learning Algorithms, Human Computer Interaction, Human Learning, Regulations and Compliance, Reinforcement Learning, Computational Thinking, Critical Thinking, Strategy, Planning"
Harnessing the Power of Data with Power BI,Microsoft,https://www.coursera.org/learn/harnessing-the-power-of-data-with-power-bi,4.6,Beginner · Course · 1 - 4 Weeks,"Skills you'll gain: Data Analysis, Extract, Transform, Load, Microsoft Excel, Power BI"
Achieving Personal and Professional Success,University of Pennsylvania,https://www.coursera.org/specializations/wharton-success,4.7,Beginner · Specialization · 3 - 6 Months,"Skills you'll gain: Communication, Critical Thinking, Human Learning, People Analysis, Professional Development, Leadership Development, Leadership and Management, Decision Making, Planning, Emotional Intelligence, People Development, Adaptability, Negotiation, Influencing, Innovation"
Introduction to Corporate Finance,University of Pennsylvania,https://www.coursera.org/learn/wharton-finance,4.6,Mixed · Course · 1 - 4 Weeks,"Skills you'll gain: Accounting, Budget Management, Finance, General Accounting, Business Analysis, Cost Accounting, Data Analysis, Decision Making, Entrepreneurship, Mathematical Theory & Analysis"
Accelerated Computer Science Fundamentals,University of Illinois Urbana-Champaign,https://www.coursera.org/specializations/cs-fundamentals,4.7,Intermediate · Specialization · 1 - 3 Months,"Skills you'll gain: Computer Programming, C Programming Language Family, Data Structures, Algorithms, C++ Programming, Theoretical Computer Science, Programming Principles, Computational Thinking, Problem Solving, Computer Programming Tools, Computational Logic, Graph Theory"
Introduction to Electronics,Georgia Institute of Technology,https://www.coursera.org/learn/electronics,4.7,Mixed · Course · 1 - 3 Months,Skills you'll gain: Problem Solving
ITIL 4 Certification,EDUCBA,https://www.coursera.org/specializations/itil-4-certification,4.3,Beginner · Specialization · 3 - 6 Months,"Skills you'll gain: Biostatistics, General Statistics, Probability & Statistics, Statistical Analysis, Statistical Tests, Data Analysis, Regression, Basic Descriptive Statistics, Critical Thinking, Estimation, Probability Distribution, Data Visualization, Problem Solving"
Generative AI: Introduction and Applications,IBM,https://www.coursera.org/learn/generative-ai-introduction-and-applications,4.7,Beginner · Course · 1 - 4 Weeks,"Skills you'll gain: Probability & Statistics, Bayesian Statistics, Probability Distribution, General Statistics, Statistical Analysis, R Programming, Statistical Programming, Mathematics, Regression, Data Analysis, Estimation, Statistical Tests, Machine Learning, Markov Model, Forecasting"
Biostatistics in Public Health,Johns Hopkins University,https://www.coursera.org/specializations/biostatistics-public-health,4.8,Beginner · Specialization · 3 - 6 Months,"Skills you'll gain: Computer Programming, User Experience Design"
Bayesian Statistics,"University of California, Santa Cruz",https://www.coursera.org/specializations/bayesian-statistics,4.6,Intermediate · Specialization · 3 - 6 Months,"Skills you'll gain: Behavioral Economics, Business Psychology, Critical Thinking, Decision Making, Finance, Investment Management, People Analysis, Probability & Statistics, Problem Solving, Strategy"
Robotic Process Automation (RPA),UiPath,https://www.coursera.org/specializations/roboticprocessautomation,4.7,Beginner · Specialization · 3 - 6 Months,"Skills you'll gain: Entrepreneurship, Leadership and Management, Marketing, Sales, Strategy, Strategy and Operations, Finance, Mergers & Acquisitions, Business Development"
Behavioral Finance,Duke University,https://www.coursera.org/learn/duke-behavioral-finance,4.4,Beginner · Course · 1 - 4 Weeks,"Skills you'll gain: Brand Management, Digital Marketing, Marketing, Media Strategy & Planning, Social Media, Strategy and Operations, Advertising, Creativity, Leadership and Management, Planning"
Corporate Strategy ,University of London,https://www.coursera.org/learn/corporatestrategy,4.8,Beginner · Course · 1 - 4 Weeks,"Skills you'll gain: Applied Machine Learning, Big Data, Cloud Computing, Computer Programming, DevOps, Machine Learning, Machine Learning Software, Microsoft Azure, Python Programming"
Social Media Management ,Meta,https://www.coursera.org/learn/social-media-management,4.9,Beginner · Course · 1 - 4 Weeks,Skills you'll gain: Mergers & Acquisitions
MLOps | Machine Learning Operations,Duke University,https://www.coursera.org/specializations/mlops-machine-learning-duke,4.1,Advanced · Specialization · 3 - 6 Months,"Skills you'll gain: Financial Management, Finance, Financial Analysis, Financial Accounting, Leadership and Management, Accounting, Investment Management, Risk Management, Cash Management, Accounts Payable and Receivable, General Accounting, Management Accounting, Account Management, Corporate Accouting, Generally Accepted Accounting Principles (GAAP), Cost Accounting, Decision Making, Market Analysis, Securities Trading, Strategy, Correlation And Dependence, Taxes, Mergers & Acquisitions"
Managing Emotions in Times of Uncertainty & Stress,Yale University,https://www.coursera.org/learn/managing-emotions-uncertainty-stress,4.8,Beginner · Course · 1 - 3 Months,
Teach English Now! Foundational Principles,Arizona State University,https://www.coursera.org/learn/english-principles,4.9,Mixed · Course · 1 - 3 Months,
Financial Management,University of Illinois Urbana-Champaign,https://www.coursera.org/specializations/financial-management,4.7,Intermediate · Specialization · 3 - 6 Months,
AWS Cloud Practitioner Essentials,Amazon Web Services,https://www.coursera.org/learn/aws-cloud-practitioner-essentials,4.8,Beginner · Course · 1 - 3 Months,"Skills you'll gain: Amazon Web Services, Cloud Computing"
Introduction to Mathematical Thinking,Stanford University,https://www.coursera.org/learn/mathematical-thinking,4.8,Intermediate · Course · 1 - 3 Months,"Skills you'll gain: Critical Thinking, Mathematical Theory & Analysis, Mathematics, Problem Solving, Computational Logic, Algebra, Applied Mathematics, Data Analysis, Algorithms, Computational Thinking"
Learn Spanish: Basic Spanish Vocabulary,"University of California, Davis",https://www.coursera.org/specializations/learn-spanish,4.6,Beginner · Specialization · 3 - 6 Months,"Skills you'll gain: Communication, Writing, Culture"
AI Applications in Marketing and Finance,University of Pennsylvania,https://www.coursera.org/learn/wharton-ai-applications-marketing-finance,4.6,Mixed · Course · 1 - 4 Weeks,"Skills you'll gain: Business Analysis, Machine Learning, Customer Analysis, Finance, Financial Accounting, Marketing, Probability & Statistics, Statistical Machine Learning, User Experience"
Introduction to Front-End Development,Meta,https://www.coursera.org/learn/introduction-to-front-end-development,4.8,Beginner · Course · 1 - 4 Weeks,"Skills you'll gain: HTML and CSS, React (web framework), Web Development, Front-End Web Development, Web Design, Web Development Tools"
Moral Foundations of Politics ,Yale University,https://www.coursera.org/learn/moral-politics,4.9,Mixed · Course · 1 - 3 Months,"Skills you'll gain: Cloud Computing, Computer Programming, Databases, Python Programming, SQL"
Databases and SQL for Data Science with Python,IBM,https://www.coursera.org/learn/sql-data-science,4.7,Beginner · Course · 1 - 3 Months,"Skills you'll gain: Leadership and Management, Strategy, Strategy and Operations, Business Process Management, Planning, Project Management, Business Analysis, Business Transformation, Cloud-Based Integration, Product Management, Supply Chain and Logistics"
NASM Personal Fitness Trainer,National Academy of Sports Medicine,https://www.coursera.org/professional-certificates/nasm-personal-fitness-trainer,4.8,Beginner · Professional Certificate · 3 - 6 Months,"Skills you'll gain: Machine Learning, Tensorflow, Artificial Neural Networks, Computer Programming, Machine Learning Algorithms, Deep Learning, Machine Learning Software, Applied Machine Learning, Human Learning, Algorithms, Computer Vision"
SAP Professional Fundamentals,SAP,https://www.coursera.org/learn/sap-professional-fundamentals,4.7,Beginner · Course · 1 - 3 Months,"Skills you'll gain: User Experience, User Research, Web Design"
"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning",DeepLearning.AI,https://www.coursera.org/learn/introduction-tensorflow,4.8,Intermediate · Course · 1 - 4 Weeks,"Skills you'll gain: Mergers & Acquisitions, Negotiation, Recruitment"
Design a User Experience for Social Good & Prepare for Jobs,Google,https://www.coursera.org/learn/ux-design-jobs,4.8,Beginner · Course · 1 - 4 Weeks,
Talent Acquisition,HRCI,https://www.coursera.org/learn/talent-acquisition,4.8,Beginner · Course · 1 - 4 Weeks,
SQL for Data Science,"University of California, Davis",https://www.coursera.org/learn/sql-for-data-science,4.6,Beginner · Course · 1 - 4 Weeks,"Skills you'll gain: Data Analysis, Data Management, Data Model, Databases, SQL"
User Experience Research and Design,University of Michigan,https://www.coursera.org/specializations/michiganux,4.7,Beginner · Specialization · 3 - 6 Months,"Skills you'll gain: User Experience, Research and Design, User Experience Design, User Research, Human Computer Interaction, Design and Product, People Analysis, Critical Thinking, Data Analysis, Survey Creation, Product Design, Communication, Interactive Design, Visual Design, Systems Design, Probability & Statistics"
International Women's Health and Human Rights,Stanford University,https://www.coursera.org/learn/womens-health-human-rights,4.9,Beginner · Course · 3 - 6 Months,Skills you'll gain: Training
Essentials in Clinical Simulations Across the Health Professions,The George Washington University,https://www.coursera.org/learn/clinicalsimulations,4.8,Intermediate · Course · 1 - 3 Months,"Skills you'll gain: Leadership and Management, Communication, Leadership Development, Strategy and Operations, Critical Thinking, Decision Making, Strategy, Business Psychology, Collaboration, People Analysis, People Development, Performance Management, Influencing, Organizational Development, Change Management, Employee Relations, Negotiation, Marketing, Innovation, Storytelling"
Design and Interpretation of Clinical Trials,Johns Hopkins University,https://www.coursera.org/learn/clinical-trials,4.7,Mixed · Course · 1 - 3 Months,"Skills you'll gain: Apache, Extract, Transform, Load, Big Data, Distributed Computing Architecture, Data Management, Machine Learning, Kubernetes, Cloud Applications, Cloud Storage, Data Architecture, Python Programming, Cloud Computing, IBM Cloud, NoSQL"
Organizational Leadership,Northwestern University,https://www.coursera.org/specializations/organizational-leadership,4.7,Intermediate · Specialization · 3 - 6 Months,"Skills you'll gain: Security Engineering, System Security, Risk Management, Computer Security Incident Management, Leadership and Management, Security Strategy, Network Security, Strategy, Cyberattacks, Strategy and Operations, Computer Security Models, Software Security, Security Software, Computer Networking, Planning, Regulations and Compliance, Business Analysis, Network Architecture, Networking Hardware, Operations Management, Cryptography, Network Model, Systems Design"
"NoSQL, Big Data, and Spark Foundations",IBM,https://www.coursera.org/specializations/nosql-big-data-and-spark-foundations,4.5,Beginner · Specialization · 3 - 6 Months,"Skills you'll gain: Accounting, General Accounting, Accounts Payable and Receivable, Cost Accounting, Finance, Financial Accounting, Financial Management, Inventory Management, Sales"
Managing Cybersecurity,Kennesaw State University,https://www.coursera.org/specializations/managing-cybersecurity,4.8,Beginner · Specialization · 3 - 6 Months,"Skills you'll gain: Leadership and Management, Project Management, Strategy and Operations, Organizational Development, Planning, Strategy, Collaboration, Communication, Adaptability, Change Management, Critical Thinking, Media Strategy & Planning, Process Analysis, Probability & Statistics, Risk Management, Scrum (Software Development), Agile Software Development, Budget Management, Natural Language Processing, People Analysis, Product Management, Search Engine Optimization, Persona Research, Product Development, Software Engineering, Supply Chain and Logistics"
Assets in Accounting,Intuit,https://www.coursera.org/learn/accounting-assets,4.4,Beginner · Course · 1 - 4 Weeks,"Skills you'll gain: Front-End Web Development, HTML and CSS, Web Design, Web Development, Web Development Tools, Computer Programming, Semantic Web, User Experience Design, Full-Stack Web Development, Interactive Design, Programming Principles, Computer Programming Tools, Visual Design, Javascript, Other Web Frameworks, Computational Logic, Design and Product, Media Strategy & Planning, Strategy and Operations"
Gestión de Proyectos de Google,Google,https://www.coursera.org/professional-certificates/gestion-de-proyectos-de-google,4.9,Beginner · Professional Certificate · 3 - 6 Months,"Skills you'll gain: Communication, Customer Support, Leadership and Management, Problem Solving, Customer Relationship Management, Customer Success, Strategy, Adaptability, Critical Thinking, User Experience"
Web Design for Everybody: Basics of Web Development & Coding,University of Michigan,https://www.coursera.org/specializations/web-design,4.7,Beginner · Specialization · 3 - 6 Months,
Customer Service Fundamentals,Knowledge Accelerators,https://www.coursera.org/learn/customer-service-fundamentals,4.8,Beginner · Course · 1 - 4 Weeks,
The AI Awakening: Implications for the Economy and Society,Stanford University,https://www.coursera.org/learn/ai-awakening,4.7,Beginner · Course · 1 - 4 Weeks,"Skills you'll gain: Computational Logic, Computer Architecture, Computer Programming, Hardware Design, Theoretical Computer Science, Computer Programming Tools, Critical Thinking, Problem Solving, Systems Design"
Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),Hebrew University of Jerusalem,https://www.coursera.org/learn/build-a-computer,4.9,Mixed · Course · 1 - 3 Months,"Skills you'll gain: Communication, Critical Thinking, Public Relations, Strategy, Decision Making, Human Learning, Leadership and Management, People Analysis, People Development, Planning, Problem Solving, Professional Development, Process Analysis, Storytelling, Emotional Intelligence, Writing, Influencing, Organizational Development, Creativity, Leadership Development, Performance Management, Adaptability"
Dynamic Public Speaking,University of Washington,https://www.coursera.org/specializations/public-speaking,4.7,Beginner · Specialization · 3 - 6 Months,"Skills you'll gain: Leadership and Management, Organizational Development, Strategy and Operations, General Statistics, Probability & Statistics, Operations Management, Process Analysis, Statistical Analysis, Business Analysis, Data Analysis, Project Management, Business Process Management, Performance Management, Basic Descriptive Statistics, Entrepreneurship, Statistical Tests, Problem Solving, Probability Distribution, Statistical Visualization, Strategy, Decision Making, Leadership Development, Planning, Correlation And Dependence, People Management, Communication, Customer Analysis, Marketing, Sales, Supply Chain and Logistics, Collaboration, Customer Success, Experiment"
Introduction to Engineering Mechanics,Georgia Institute of Technology,https://www.coursera.org/learn/engineering-mechanics-statics,4.8,Mixed · Course · 1 - 3 Months,"Skills you'll gain: Computer Programming, Algorithms, C Programming Language Family, Programming Principles, Data Structures, C++ Programming, Computational Logic, Computer Programming Tools, Computational Thinking, Critical Thinking, Graph Theory, Mathematics, Problem Solving, Software Engineering"
Six Sigma Black Belt,Kennesaw State University,https://www.coursera.org/specializations/six-sigma-black-belt,4.6,Intermediate · Specialization · 3 - 6 Months,"Skills you'll gain: C Programming Language Family, Computer Programming, Programming Principles, Algorithms, Data Structures, C++ Programming, Computational Logic, Computer Programming Tools, Computational Thinking, Critical Thinking, Mathematics, Problem Solving, Graph Theory, Software Engineering"
Nuts and Bolts of U.S. Immigration Law,University of Pennsylvania,https://www.coursera.org/learn/us-immigration-law,4.9,Intermediate · Course · 1 - 4 Weeks,"Skills you'll gain: Communication, Marketing, Strategy"
"C, Go, and C++: A Comprehensive Introduction to Programming","University of California, Santa Cruz",https://www.coursera.org/specializations/c-go-c-plus-plus,4.5,Intermediate · Specialization · 3 - 6 Months,"Skills you'll gain: Accounting, Financial Analysis, Cost Accounting, Management Accounting, Financial Accounting, Leadership and Management, General Accounting, Finance, Account Management, Financial Management, Generally Accepted Accounting Principles (GAAP), Accounts Payable and Receivable, Business Analysis, Decision Making, Data Analysis, Entrepreneurship, Strategy and Operations"
Coding for Everyone: C and C++,"University of California, Santa Cruz",https://www.coursera.org/specializations/coding-for-everyone,4.5,Beginner · Specialization · 3 - 6 Months,"Skills you'll gain: Cloud Computing, Cloud Engineering, Google Cloud Platform, Kubernetes, Cloud Platforms, Billing & Invoicing, Cloud Infrastructure, Cloud Management, Google App Engine, Application Development, Computer Architecture, Cloud Storage, Docker (Software)"
Sports Marketing,Northwestern University,https://www.coursera.org/learn/sports-marketing,4.7,Intermediate · Course · 1 - 3 Months,"Skills you'll gain: Bayesian Network, Probability & Statistics, General Statistics, Graph Theory, Probability Distribution, Bayesian Statistics, Markov Model, Correlation And Dependence, Machine Learning, Network Model, Decision Making, Human Learning, Algorithms"
Fundamentals of Accounting,University of Illinois Urbana-Champaign,https://www.coursera.org/specializations/accounting-fundamentals,4.6,Beginner · Specialization · 3 - 6 Months,
