URL,Languages Available,Enroll Information,Assignments Count,Taught Language
https://www.coursera.org/specializations/united-states-federal-taxation,22 languages available,"22,238 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/microsoft-excel-work-smarter,22 languages available,"180,040 already enrolled",23 assignments,Taught in English
https://www.coursera.org/specializations/american-english-pronunciation,22 languages available,"48,668 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/object-oriented-programming,22 languages available,"107,347 already enrolled",Not available,Taught in English
https://www.coursera.org/professional-certificates/microsoft-front-end-developer,Not available,,Not available,Taught in English
https://www.coursera.org/learn/uva-darden-market-analytics,22 languages available,"341,301 already enrolled",14 assignments,Taught in English
https://www.coursera.org/specializations/anatomy,22 languages available,"79,026 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/semiconductor-packaging,Not available,"2,499 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/security-analyst-fundamentals,24 languages available,"11,533 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/computational-neuroscience,22 languages available,"22,208 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/everyday-excel,24 languages available,"71,824 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/advanced-valuation-and-strategy,22 languages available,"152,340 already enrolled",14 assignments,Taught in English
https://www.coursera.org/specializations/cbrops,23 languages available,"16,124 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/learn-to-program,24 languages available,"496,804 already enrolled",8 assignments,Taught in English
https://www.coursera.org/learn/programming-with-javascript,20 languages available,"208,225 already enrolled","3 quizzes, 26 assignments",Taught in English
https://www.coursera.org/specializations/preparation-comptia-certification,22 languages available,"8,483 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/renewable-energy,22 languages available,"17,717 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/uva-darden-digital-product-management,22 languages available,"196,318 already enrolled",14 assignments,Taught in English
https://www.coursera.org/learn/introduction-to-ai,22 languages available,"452,202 already enrolled",12 assignments,Taught in English
https://www.coursera.org/learn/wharton-ai-strategy-governance,21 languages available,"13,885 already enrolled",4 assignments,Taught in English
https://www.coursera.org/learn/data-analysis-and-visualization-with-power-bi,22 languages available,"62,102 already enrolled",26 assignments,Taught in English
https://www.coursera.org/specializations/finance-for-technical-managers,21 languages available,"5,368 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/social-media-marketing,22 languages available,"111,127 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/hotel-management,21 languages available,"30,307 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/etudier-en-france,Not available,"641,186 already enrolled",62 assignments,Taught in French
https://www.coursera.org/learn/how-things-work,22 languages available,"268,804 already enrolled",8 assignments,Taught in English
https://www.coursera.org/specializations/digital-manufacturing-design-technology,22 languages available,"45,742 already enrolled",Not available,Taught in English
https://www.coursera.org/professional-certificates/gcp-data-engineering-jp,Video subtitles available,"1,708 already enrolled",Not available,Taught in Japanese
https://www.coursera.org/specializations/gcp-data-machine-learning-jp,Video subtitles available,"3,194 already enrolled",Not available,Taught in Japanese
https://www.coursera.org/learn/technical-writing-introduction,Not available,"15,816 already enrolled",12 assignments,Taught in English
https://www.coursera.org/learn/neuromarketing,22 languages available,"194,619 already enrolled",5 assignments,Taught in English
https://www.coursera.org/specializations/anxiety-mood-substance-addictive-behaviors,Not available,"2,957 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/matlab-programming-engineers-scientists,22 languages available,"89,210 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/machine-learning-with-python,22 languages available,"486,874 already enrolled",11 assignments,Taught in English
https://www.coursera.org/specializations/real-world-product-management,22 languages available,"22,642 already enrolled",Not available,Taught in English
https://www.coursera.org/professional-certificates/sales-development-representative,24 languages available,"42,306 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/childnutrition,22 languages available,"507,467 already enrolled",15 assignments,Taught in English
https://www.coursera.org/professional-certificates/microsoft-genai-for-data-analysis,Not available,,Not available,Taught in English
https://www.coursera.org/learn/extract-transform-and-load-data-in-power-bi,22 languages available,"61,039 already enrolled",19 assignments,Taught in English
https://www.coursera.org/specializations/software-development-lifecycle,22 languages available,"65,587 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/wharton-introduction-spreadsheets-models,22 languages available,"120,113 already enrolled",4 assignments,Taught in English
https://www.coursera.org/specializations/professional-epidemiology,22 languages available,"45,421 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/wharton-customer-analytics,22 languages available,"292,022 already enrolled",8 assignments,Taught in English
https://www.coursera.org/learn/data-governance-databricks,Not available,"1,699 already enrolled",6 assignments,Taught in English
https://www.coursera.org/specializations/bioinformatics,22 languages available,"66,663 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/hsk-learn-chinese,21 languages available,"42,057 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/investment-management-python-machine-learning,22 languages available,"44,072 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/engineering-project-management,22 languages available,"65,179 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/money-banking,22 languages available,"175,413 already enrolled",12 assignments,Taught in English
https://www.coursera.org/learn/entrepreneurship-strategy,22 languages available,"58,142 already enrolled","11 quizzes, 5 assignments",Taught in English
https://www.coursera.org/professional-certificates/microsoft-back-end-developer,Not available,,Not available,Taught in English
https://www.coursera.org/learn/sustainable-finance,22 languages available,"63,040 already enrolled",8 assignments,Taught in English
https://www.coursera.org/learn/oilandgas,22 languages available,"147,915 already enrolled",7 assignments,Taught in English
https://www.coursera.org/specializations/optical-engineering,22 languages available,"12,671 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/futures-thinking,22 languages available,"27,570 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/pre-mba-quantitative-skills,22 languages available,"4,209 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/evaluations-ai-applications-healthcare,22 languages available,"16,287 already enrolled",22 assignments,Taught in English
https://www.coursera.org/professional-certificates/microsoft-program-management,Not available,,Not available,Taught in English
https://www.coursera.org/specializations/statistical-analysis-r-public-health,22 languages available,"35,313 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/mastering-program-management-strategy-to-certification,Not available,,Not available,Taught in English
https://www.coursera.org/learn/clinical-data-management,22 languages available,"123,811 already enrolled",6 assignments,Taught in English
https://www.coursera.org/learn/fundamentals-of-graphic-design,24 languages available,"808,844 already enrolled",2 assignments,Taught in English
https://www.coursera.org/learn/professional-emails-english,22 languages available,"976,967 already enrolled",11 assignments,Taught in English
https://www.coursera.org/learn/ai-for-medical-diagnosis,22 languages available,"76,361 already enrolled",3 assignments,Taught in English
https://www.coursera.org/learn/international-organizations-management,22 languages available,"71,283 already enrolled",6 assignments,Taught in English
https://www.coursera.org/learn/arbitration-international-disputes,22 languages available,"60,421 already enrolled",5 assignments,Taught in English
https://www.coursera.org/learn/research-methods,22 languages available,"358,639 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/big-data,22 languages available,"135,472 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/vital-signs,22 languages available,"399,844 already enrolled",6 assignments,Taught in English
https://www.coursera.org/specializations/gis-mapping-spatial-analysis,22 languages available,"51,721 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/professionalism-allied-health,21 languages available,"36,670 already enrolled",5 assignments,Taught in English
https://www.coursera.org/learn/removing-barriers-to-change,22 languages available,"27,434 already enrolled",4 assignments,Taught in English
https://www.coursera.org/specializations/business-communication,22 languages available,,Not available,Taught in English
https://www.coursera.org/specializations/advanced-leadership-skills,Video subtitles available,"1,638 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/skillup-edtech-scrummaster,22 languages available,"2,426 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/good-with-words,22 languages available,"75,989 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/american-law,22 languages available,"199,692 already enrolled",7 assignments,Taught in English
https://www.coursera.org/specializations/organizational-change-and-culture-for-adopting-google-cloud,Video subtitles available,"5,142 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/fundraising-development,21 languages available,"15,069 already enrolled",Not available,Taught in English
https://www.coursera.org/professional-certificates/diseno-de-experiencia-del-usuario-ux-de-google,11 languages available,"1,105,689 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/data-visualization-dashboards-excel-cognos,24 languages available,"161,075 already enrolled","2 quizzes, 8 assignments",Taught in English
https://www.coursera.org/learn/human-language,22 languages available,"210,185 already enrolled",7 assignments,Taught in English
https://www.coursera.org/specializations/strategic-management,22 languages available,"57,345 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/modernrobotics,22 languages available,"31,656 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/wharton-ai-applications-people-management,21 languages available,"12,730 already enrolled",4 assignments,Taught in English
https://www.coursera.org/specializations/applied-data-science-r,22 languages available,"4,486 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/the-power-of-statistics,11 languages available,"56,385 already enrolled",27 quizzes,Taught in English
https://www.coursera.org/specializations/international-marketing,22 languages available,"25,754 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/language-theories,24 languages available,"100,611 already enrolled",17 assignments,Taught in English
https://www.coursera.org/specializations/microeconomics-principles,22 languages available,"2,626 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/strategy-and-game-theory-for-management,Not available,"10,713 already enrolled",18 assignments,Taught in English
https://www.coursera.org/specializations/ielts-preparation,23 languages available,"77,578 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/home-care,21 languages available,"26,675 already enrolled",12 assignments,Taught in English
https://www.coursera.org/learn/wharton-entrepreneurship-opportunity,22 languages available,"150,632 already enrolled",4 assignments,Taught in English
https://www.coursera.org/learn/computational-thinking-problem-solving,22 languages available,"122,624 already enrolled",28 assignments,Taught in English
https://www.coursera.org/learn/wharton-contagious-viral-marketing,22 languages available,"311,871 already enrolled",4 assignments,Taught in English
https://www.coursera.org/specializations/drug-hunting-discovery-and-development,Not available,"2,665 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/postgresql-for-everybody,22 languages available,"31,433 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/leverage-data-science-agile-supply-chain,21 languages available,"7,860 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/excel-data-analytics-visualization,22 languages available,"92,036 already enrolled",Not available,Taught in English
https://www.coursera.org/professional-certificates/google-cybersecurity-jp,11 languages available,"759,433 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/nursing-informatics,Not available,,7 assignments,Taught in English
https://www.coursera.org/specializations/healthcare-management-and-finance,Not available,"2,794 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/digital-transformation-financial-services,22 languages available,"30,347 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/geospatial-techniques-for-engineers,Not available,,Not available,Taught in English
https://www.coursera.org/learn/gcp-fundamentals,Not available,"754,886 already enrolled",7 assignments,Taught in English
https://www.coursera.org/specializations/apigee-api-gcp,Not available,"28,367 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/introduction-to-finance-the-basics,22 languages available,"60,224 already enrolled","11 quizzes, 14 assignments",Taught in English
https://www.coursera.org/specializations/introduction-to-public-relations-and-the-media,21 languages available,"12,755 already enrolled",Not available,Taught in English
https://www.coursera.org/professional-certificates/ibm-z-mainframe,21 languages available,"8,824 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/c-programming,24 languages available,"113,950 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/learn-chinese,22 languages available,"1,369,055 already enrolled",28 assignments,Taught in English
https://www.coursera.org/learn/supply-chain-logistics,22 languages available,"288,850 already enrolled",4 assignments,Taught in English
https://www.coursera.org/learn/the-path-to-insights-data-models-and-pipelines,11 languages available,"45,592 already enrolled","18 quizzes, 1 assignment",Taught in English
https://www.coursera.org/specializations/advanced-machine-learning-tensorflow-gcp,Not available,"60,637 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/terrorism,22 languages available,"122,692 already enrolled",7 assignments,Taught in English
https://www.coursera.org/learn/positive-psychology-visionary-science,22 languages available,"120,252 already enrolled",8 assignments,Taught in English
https://www.coursera.org/specializations/business-introduction,21 languages available,"12,367 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/healthcare-it,21 languages available,"21,550 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/introduction-to-security-principles-in-cloud-computing,Not available,"14,121 already enrolled",21 assignments,Taught in English
https://www.coursera.org/learn/gis,22 languages available,"174,727 already enrolled",9 assignments,Taught in English
https://www.coursera.org/learn/resilient-teaching-through-times-of-crisis,21 languages available,"6,744 already enrolled",2 assignments,Taught in English
https://www.coursera.org/learn/from-excel-to-power-bi,22 languages available,"175,714 already enrolled",6 assignments,Taught in English
https://www.coursera.org/learn/global-sustainable-development,22 languages available,"99,568 already enrolled",3 assignments,Taught in English
https://www.coursera.org/specializations/learn-english-beginning-grammar,24 languages available,"77,189 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/decision-making,22 languages available,"192,082 already enrolled",4 assignments,Taught in English
https://www.coursera.org/learn/information-systems-audit,22 languages available,"99,561 already enrolled",5 assignments,Taught in English
https://www.coursera.org/specializations/energy-industry,22 languages available,"57,049 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/python-operating-system,11 languages available,"260,058 already enrolled","5 quizzes, 19 assignments",Taught in English
https://www.coursera.org/learn/generative-ai-for-executives-business-leaders,21 languages available,"25,511 already enrolled",1 assignment,Taught in English
https://www.coursera.org/specializations/game-design,22 languages available,"52,086 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/supply-chain-principles,22 languages available,"98,120 already enrolled",6 assignments,Taught in English
https://www.coursera.org/learn/everyday-parenting,24 languages available,"230,353 already enrolled",21 assignments,Taught in English
https://www.coursera.org/learn/intro-common-law,22 languages available,"103,617 already enrolled",13 assignments,Taught in English
https://www.coursera.org/specializations/iot,22 languages available,"165,738 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/team-building,22 languages available,"11,948 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/ai-for-everyone-ja,Not available,"33,484 already enrolled",4 assignments,Taught in Japanese
https://www.coursera.org/specializations/uol-business-and-marketing-strategies,21 languages available,"10,554 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/ai-in-healthcare-capstone,22 languages available,"12,812 already enrolled",9 assignments,Taught in English
https://www.coursera.org/learn/philosophy,22 languages available,"691,674 already enrolled",18 assignments,Taught in English
https://www.coursera.org/learn/financial-accounting,22 languages available,"138,934 already enrolled",5 assignments,Taught in English
https://www.coursera.org/professional-certificates/azure-developer-associate,21 languages available,"16,529 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/foundational-finance,22 languages available,"20,438 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/construction-project-management,22 languages available,"152,790 already enrolled",28 assignments,Taught in English
https://www.coursera.org/specializations/computer-fundamentals,24 languages available,"62,680 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/integrative-health-and-medicine,24 languages available,"26,354 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/introduction-to-responsible-ai,11 languages available,"25,687 already enrolled",1 assignment,Taught in English
https://www.coursera.org/learn/creative-thinking-techniques-and-tools-for-success,24 languages available,"401,220 already enrolled",10 assignments,Taught in English
https://www.coursera.org/learn/project-management-foundations-initiation,21 languages available,"34,235 already enrolled",8 quizzes,Taught in English
https://www.coursera.org/specializations/sales-training-high-performing-teams,22 languages available,"19,739 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/python-statistics-financial-analysis,22 languages available,"244,929 already enrolled",5 assignments,Taught in English
https://www.coursera.org/learn/linear-algebra-machine-learning,24 languages available,"398,392 already enrolled",15 assignments,Taught in English
https://www.coursera.org/specializations/from-data-to-insights-google-cloud-platform,Video subtitles available,"47,969 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/introduction-embedded-systems,22 languages available,"124,862 already enrolled",4 assignments,Taught in English
https://www.coursera.org/specializations/negotiation-mediation-conflict-resolution,22 languages available,"46,654 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/lesson-design,24 languages available,"81,737 already enrolled",17 assignments,Taught in English
https://www.coursera.org/learn/convolutional-neural-networks-tensorflow,22 languages available,"154,598 already enrolled",4 assignments,Taught in English
https://www.coursera.org/specializations/data-mining,22 languages available,"63,143 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/mindfulness-and-well-being,24 languages available,"10,865 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/addiction-treatment,22 languages available,"66,788 already enrolled",6 assignments,Taught in English
https://www.coursera.org/learn/excel-analysis,22 languages available,"147,922 already enrolled",15 assignments,Taught in English
https://www.coursera.org/learn/contabilidad,Not available,"571,991 already enrolled",8 assignments,Taught in Spanish
https://www.coursera.org/specializations/business-statistics-analysis,22 languages available,"93,491 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/making-architecture,22 languages available,"139,479 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/probabilistic-models-in-nlp,22 languages available,"83,459 already enrolled",4 assignments,Taught in English
https://www.coursera.org/learn/uva-darden-foundations-business-strategy,22 languages available,"152,047 already enrolled",5 assignments,Taught in English
https://www.coursera.org/learn/relationship-management-and-business-development,Video subtitles available,"12,573 already enrolled",6 assignments,Taught in English
https://www.coursera.org/learn/global-diplomacy-un,22 languages available,"88,374 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/gpu-programming,21 languages available,"8,229 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/executive-data-science,22 languages available,"66,871 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/finding-purpose-and-meaning-in-life,22 languages available,"251,192 already enrolled",4 assignments,Taught in English
https://www.coursera.org/specializations/data-science-statistics-machine-learning,24 languages available,"37,557 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/datasciencemathskills,22 languages available,"477,980 already enrolled",14 assignments,Taught in English
https://www.coursera.org/learn/dog-emotion-and-cognition,22 languages available,"214,448 already enrolled",26 assignments,Taught in English
https://www.coursera.org/learn/arts-heritage,22 languages available,"41,880 already enrolled",9 assignments,Taught in English
https://www.coursera.org/specializations/electronic-music-production,22 languages available,"25,296 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/most-conceptual-perspective,Not available,,1 assignment,Taught in English
https://www.coursera.org/learn/electricity,22 languages available,"49,553 already enrolled",8 assignments,Taught in English
https://www.coursera.org/specializations/linear-algebra-elementary-to-advanced,Not available,"5,008 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/core-java,22 languages available,"49,735 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/forensic-science,Video subtitles available,"161,842 already enrolled",3 assignments,Taught in English
https://www.coursera.org/learn/user-experience-design,22 languages available,"459,264 already enrolled",5 assignments,Taught in English
https://www.coursera.org/specializations/songwriting,22 languages available,"14,634 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/introduction-to-version-control,20 languages available,"163,577 already enrolled",11 assignments,Taught in English
https://www.coursera.org/learn/data-modeling-in-power-bi,22 languages available,"49,286 already enrolled",24 assignments,Taught in English
https://www.coursera.org/learn/introduction-psych,22 languages available,"497,327 already enrolled",2 assignments,Taught in English
https://www.coursera.org/learn/sales-and-crm-overview,24 languages available,"76,899 already enrolled",13 assignments,Taught in English
https://www.coursera.org/specializations/newborn-baby-care,21 languages available,"14,608 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/impact-for-sdgs,22 languages available,"37,315 already enrolled",18 assignments,Taught in English
https://www.coursera.org/professional-certificates/analytique-des-donnees-google,11 languages available,"2,468,706 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/wharton-fintech-overview-payments-regulations,22 languages available,"57,346 already enrolled",4 assignments,Taught in English
https://www.coursera.org/specializations/statistical-inference-for-data-science-applications,22 languages available,"12,790 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/javascript-security,21 languages available,"2,382 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/algorithms-divide-conquer,22 languages available,"244,994 already enrolled",9 assignments,Taught in English
https://www.coursera.org/specializations/software-testing-automation,22 languages available,"65,892 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/statistics-with-python,22 languages available,"86,228 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/large-language-model-operations,21 languages available,"7,456 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/integrative-nursing,24 languages available,"7,711 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/uva-darden-financial-accounting,22 languages available,"160,785 already enrolled",10 assignments,Taught in English
https://www.coursera.org/specializations/conflict-management,22 languages available,"31,161 already enrolled",Not available,Taught in English
https://www.coursera.org/professional-certificates/goodwill-career-coach-and-navigator,23 languages available,"14,164 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/auditing-part1-conceptual-foundations,22 languages available,"57,281 already enrolled","31 quizzes, 3 assignments",Taught in English
https://www.coursera.org/learn/management-skills-for-new-managers,Not available,"5,448 already enrolled",6 assignments,Taught in English
https://www.coursera.org/learn/industrial-biotech,22 languages available,"119,912 already enrolled",6 assignments,Taught in English
https://www.coursera.org/learn/organizational-behavior,22 languages available,"142,080 already enrolled",6 assignments,Taught in English
https://www.coursera.org/specializations/chemical-hazards-and-process-safety,Not available,"1,837 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/solar-energy-basics,22 languages available,"110,028 already enrolled",17 assignments,Taught in English
https://www.coursera.org/professional-certificates/data-analytics-japanese,11 languages available,"2,468,706 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/research-integrity,Video subtitles available,,4 assignments,Taught in English
https://www.coursera.org/learn/advertising-with-facebook,20 languages available,"105,098 already enrolled",9 assignments,Taught in English
https://www.coursera.org/learn/university-teaching,22 languages available,"36,597 already enrolled",12 assignments,Taught in English
https://www.coursera.org/learn/esg-risks-opportunities,22 languages available,"27,007 already enrolled",4 assignments,Taught in English
https://www.coursera.org/specializations/market-research,22 languages available,"44,892 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/astro,22 languages available,"247,062 already enrolled",21 assignments,Taught in English
https://www.coursera.org/learn/model-thinking,22 languages available,"203,520 already enrolled",12 assignments,Taught in English
https://www.coursera.org/specializations/investment-portolio-management,22 languages available,"72,331 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/data-science-methodology,22 languages available,"317,533 already enrolled",11 assignments,Taught in English
https://www.coursera.org/learn/social-media-advertising-fundamentals,20 languages available,"112,121 already enrolled",8 assignments,Taught in English
https://www.coursera.org/learn/investment-management,22 languages available,"52,387 already enrolled",18 assignments,Taught in English
https://www.coursera.org/specializations/aerospace,21 languages available,"7,994 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/finance-healthcare-managers,22 languages available,"40,523 already enrolled",6 assignments,Taught in English
https://www.coursera.org/specializations/getting-started-with-google-workspace-es,Video subtitles available,"1,511 already enrolled",Not available,Taught in Spanish
https://www.coursera.org/specializations/interaction-design,22 languages available,"64,776 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/certified-business-analysis-professional-cbap,Not available,"7,595 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/chatgpt-advanced-data-analysis,21 languages available,"74,912 already enrolled",7 assignments,Taught in English
https://www.coursera.org/specializations/teaching-with-art,22 languages available,"2,161 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/supply-chain-excellence,21 languages available,"4,407 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/design-fundamentals,Not available,"7,630 already enrolled",5 assignments,Taught in English
https://www.coursera.org/specializations/music-education,22 languages available,"5,773 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/logic-critical-thinking-duke,22 languages available,"41,194 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/contracts-1,22 languages available,"66,391 already enrolled",36 assignments,Taught in English
https://www.coursera.org/learn/medical-research,22 languages available,"98,461 already enrolled",6 assignments,Taught in English
https://www.coursera.org/learn/write-a-feature-length-screenplay-for-film-or-television,22 languages available,"81,540 already enrolled",1 assignment,Taught in English
https://www.coursera.org/learn/antibiotic-stewardship,22 languages available,"60,810 already enrolled",1 assignment,Taught in English
https://www.coursera.org/learn/teaching-english-capstone,24 languages available,"39,606 already enrolled",1 assignment,Taught in English
https://www.coursera.org/learn/illinois-tech-operations-process-management,Not available,"4,938 already enrolled",33 assignments,Taught in English
https://www.coursera.org/specializations/digital-technologies-future-of-manufacturing,21 languages available,"8,458 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/global-energy,22 languages available,"74,576 already enrolled",8 assignments,Taught in English
https://www.coursera.org/learn/troubles-spectre-autisme-diagnostic,Not available,"26,646 already enrolled",12 assignments,Taught in French
https://www.coursera.org/learn/bioinformatics,22 languages available,"193,794 already enrolled",4 assignments,Taught in English
https://www.coursera.org/learn/python-for-data-visualization,22 languages available,"298,420 already enrolled",12 assignments,Taught in English
https://www.coursera.org/specializations/managerial-economics-business-analysis,22 languages available,"50,492 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/computational-social-science-ucdavis,22 languages available,"13,557 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/real-world-engineering-management,Not available,,Not available,Taught in English
https://www.coursera.org/learn/hospitality-luxury-brand-management,Not available,"6,221 already enrolled",4 assignments,Taught in English
https://www.coursera.org/specializations/music-business,22 languages available,"18,522 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/essentials-global-health,22 languages available,"82,497 already enrolled",29 assignments,Taught in English
https://www.coursera.org/learn/python-network-data,24 languages available,"683,224 already enrolled",5 assignments,Taught in English
https://www.coursera.org/learn/spanish-in-healthcare-settings,Not available,"58,504 already enrolled",5 assignments,Taught in Spanish
https://www.coursera.org/learn/suicide-prevention,21 languages available,"22,591 already enrolled",4 assignments,Taught in English
https://www.coursera.org/learn/react-basics,20 languages available,"159,265 already enrolled",21 assignments,Taught in English
https://www.coursera.org/learn/english-common-interactions-workplace-basic-level,22 languages available,"365,109 already enrolled",5 assignments,Taught in English
https://www.coursera.org/learn/wind-energy,22 languages available,"165,837 already enrolled",17 assignments,Taught in English
https://www.coursera.org/learn/data-storage-and-queries,Not available,"2,579 already enrolled",3 assignments,Taught in English
https://www.coursera.org/learn/international-security-management,22 languages available,"29,417 already enrolled",3 assignments,Taught in English
https://www.coursera.org/specializations/palliative-care-always,21 languages available,"4,317 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/html-and-css-in-depth,20 languages available,"122,459 already enrolled","2 quizzes, 19 assignments",Taught in English
https://www.coursera.org/learn/tensorflow-sequences-time-series-and-prediction,22 languages available,"142,861 already enrolled",4 assignments,Taught in English
https://www.coursera.org/learn/introduction-computer-vision-watson-opencv,22 languages available,"87,026 already enrolled",10 assignments,Taught in English
https://www.coursera.org/learn/learning-chatgpt,Not available,"17,374 already enrolled",2 assignments,Taught in English
https://www.coursera.org/specializations/advanced-digital-transformation-iima,Not available,"4,160 already enrolled",Not available,Taught in English
https://www.coursera.org/professional-certificates/sas-programming,Video subtitles available,"66,010 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/speak-english-professionally,24 languages available,"932,067 already enrolled","5 quizzes, 7 assignments",Taught in English
https://www.coursera.org/learn/product-management-an-introduction,21 languages available,"41,335 already enrolled",11 assignments,Taught in English
https://www.coursera.org/specializations/algebra-elementary-to-advanced,23 languages available,"25,453 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/payroll-and-tax-fundamentals,Not available,"11,393 already enrolled",27 assignments,Taught in English
https://www.coursera.org/learn/epidemiology,22 languages available,"204,403 already enrolled",5 assignments,Taught in English
https://www.coursera.org/specializations/microsoft-power-platform-fundamentals,Video subtitles available,"2,785 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/agroforestry-all,Not available,,Not available,Taught in English
